0
3 6 8 9
0 1 597 13797 0
0 2 1184 13797 0
0 3 1224 13797 0
1 4 0 0 0
1 5 222 0 0
1 6 300 0 0
1 1 597 0 0
2 7 0 0 0
2 8 512 0 0
2 2 1184 0 0
3 9 0 0 0
3 3 1224 0 0
4 4 0 0 0
4 5 222 0 0
4 6 300 0 0
5 7 0 0 0
5 5 222 0 0
5 8 512 0 0
6 9 0 0 0
6 6 300 0 0
7 7 0 0 0
7 8 512 0 0
8 9 0 0 0
8 8 512 0 0
9 9 0 0 0
