0	1	597	5
0	2	598	5
0
1	3	0	0
1	4	4	0
1	1	597	0
2	5	0	0
2	6	19	0
2	7	59	0
2	2	598	0
3	3	0	0
3	4	4	0
4	5	0	0
4	4	4	0
4	6	19	0
4	7	59	0
5	5	0	0
5	6	19	0
5	7	59	0
6	8	0	0
6	6	19	0
6	9	460	0
6	10	475	0
7	11	0	0
7	7	59	0
7	12	222	0
7	13	284	0
7	14	289	0
8	8	0	0
8	9	460	0
8	10	475	0
9	11	0	0
9	9	460	0
9	12	222	0
9	13	284	0
9	14	289	0
10	15	0	0
10	10	475	0
10	16	392	0
10	17	426	0
10	18	434	0
11	11	0	0
11	12	222	0
11	13	284	0
11	14	289	0
12	15	0	0
12	12	222	0
12	16	392	0
12	17	426	0
12	18	434	0
13	19	0	0
13	13	284	0
13	20	530	0
13	21	557	0
14	14	289	0
14
15	15	0	0
15	16	392	0
15	17	426	0
15	18	434	0
16	19	0	0
16	16	392	0
16	20	530	0
16	21	557	0
17	22	0	0
17	17	426	0
17	23	490	0
18	18	434	0
18
19	19	0	0
19	20	530	0
19	21	557	0
20	22	0	0
20	20	530	0
20	23	490	0
21	21	557	0
21
22	22	0	0
22	23	490	0
23	23	490	0
23
